call_key,call_id,customer_key,campaign_key,bot_key,call_start_time,date_key,attempt_number,connection_status,days_past_due_at_call,dpd_bucket_at_call,outstanding_amount_at_call,risk_segment_at_call,fallback_flag,confidence_score,sentiment,sentiment_score,escalation_flag,call_duration_seconds,call_end_time,task_started_flag,task_completed_flag,resolution_flag,containment_flag,ptp_flag,ptp_amount,payment_status,payment_amount,hangup_reason,call_status,intent_key,identity_verified_flag
1301,6a6c357d-8077-4c1d-8839-66dec7db65f0,193,6,4,2026-05-06 09:33:38,20260506,2,Voicemail,0.0,0,0.0,Low,0,,,,0,9,2026-05-06 09:33:47,0,0,0,0,0,,,,Voicemail,Failed,,0
5634,b0045ba3-52d3-4470-8349-2fcaa4cc9675,194,2,6,2026-02-12 12:25:27,20260212,1,Connected,0.0,0,0.0,Low,1,0.7184297686322093,Neutral,0.093395885910287,1,69,2026-02-12 12:26:36,1,1,1,0,1,1.0,Failed,,Transferred to Agent,Completed,2.0,1
4864,7db50186-9157-4c65-a042-6b42f186b392,194,3,3,2026-02-17 19:30:38,20260217,1,Voicemail,0.0,0,0.0,Low,0,,,,0,6,2026-02-17 19:30:44,0,0,0,0,0,,,,Voicemail,Failed,,0
8090,75ad4a84-aaa9-4ab7-8a90-99ebb50d3213,194,3,2,2026-02-24 08:31:08,20260224,2,Voicemail,23.0,1-30,45877.62338927143,Low,0,,,,0,8,2026-02-24 08:31:16,0,0,0,0,0,,,,Voicemail,Failed,,0
1159,d6f539c7-4c84-4283-ba6c-c6de48b754ec,194,3,5,2026-05-23 13:37:57,20260523,3,No Answer,0.0,0,0.0,Low,0,,,,0,3,2026-05-23 13:38:00,0,0,0,0,0,,,,Network Drop,Failed,,0
992,f2fb69a1-2aa9-4940-98cc-138594af65cc,194,6,6,2026-04-02 14:16:15,20260402,1,Connected,0.0,0,0.0,Low,0,0.7629012182026452,Neutral,0.2995101989255551,0,39,2026-04-02 14:16:54,1,1,1,1,0,,,,Customer Hung Up,Completed,19.0,1
586,c59b6648-2966-420b-b1f1-3b9221144088,194,6,1,2026-05-17 08:28:51,20260517,2,No Answer,0.0,0,0.0,Low,0,,,,0,3,2026-05-17 08:28:54,0,0,0,0,0,,,,Network Drop,Failed,,0
6812,c43286d2-025f-45e7-8933-bbc1c127adb6,194,7,3,2026-05-10 13:14:17,20260510,1,Connected,0.0,0,0.0,Low,1,0.9263975906695842,Positive,0.5274928659400344,0,77,2026-05-10 13:15:34,1,1,1,1,0,,,,Customer Hung Up,Completed,7.0,1
9996,fa1d86ce-733a-457c-81f4-9907cb911ee2,195,2,6,2026-01-04 13:46:12,20260104,1,No Answer,0.0,0,0.0,Low,0,,,,0,1,2026-01-04 13:46:13,0,0,0,0,0,,,,Network Drop,Failed,,0
9063,47131c40-1857-4386-8920-aff2c8281f46,195,3,1,2026-02-03 08:22:53,20260203,1,Connected,0.0,0,0.0,Low,1,0.598118967657614,Neutral,-0.0233745575460392,0,17,2026-02-03 08:23:10,1,1,1,1,0,,,,Customer Hung Up,Completed,8.0,1
5499,7d0bfc67-af4d-47e1-9ef9-1cbec942c898,195,3,2,2026-06-16 19:52:54,20260616,2,No Answer,77.0,61-90,43045.202550613874,High,0,,,,0,0,2026-06-16 19:52:54,0,0,0,0,0,,,,Network Drop,Failed,,0
6374,9f9764ee-28f9-4021-9f94-817ae93b1905,195,4,3,2026-03-25 09:56:33,20260325,1,Connected,0.0,0,0.0,Low,0,0.7524803994366582,Neutral,0.1402478380747074,0,28,2026-03-25 09:57:01,1,0,0,0,0,,,,System Error,Failed,15.0,1
3532,0a136ed6-28d4-49b7-959b-acd174c1d7e4,195,5,5,2026-01-26 17:41:05,20260126,1,Connected,40.0,31-60,44171.877186423,Medium,0,0.6963834077314782,Neutral,0.2139673162073252,0,24,2026-01-26 17:41:29,1,1,1,1,0,,,,Customer Hung Up,Completed,7.0,1
4755,a761ff2f-ed8a-4d95-8118-c0b8cd0df470,195,7,5,2026-02-16 09:21:26,20260216,1,Voicemail,0.0,0,0.0,Low,0,,,,0,8,2026-02-16 09:21:34,0,0,0,0,0,,,,Voicemail,Failed,,0
8822,2f2aecfc-d95c-4730-b6b0-d2251dd8ae51,195,7,4,2026-04-03 08:46:42,20260403,2,Connected,114.0,90+,37492.4047737302,High,1,0.6150707949049947,Neutral,-0.0667912976685286,1,80,2026-04-03 08:48:02,1,0,0,0,0,,,,Transferred to Agent,Failed,14.0,1
6761,08de767c-e54f-4116-98c2-69307d483b28,195,7,6,2026-06-01 17:38:17,20260601,3,Connected,10.0,1-30,59629.383733699055,Low,0,0.7734775924516668,Neutral,0.0751726074760408,0,83,2026-06-01 17:39:40,1,1,0,1,0,,,,System Error,Failed,1.0,1
1200,3a45d9a8-e71c-4200-8a47-a84bf6050bf5,196,1,2,2026-03-19 17:20:35,20260319,1,Connected,0.0,0,0.0,Low,1,0.7399221260395742,Positive,0.3006975071282185,1,88,2026-03-19 17:22:03,1,0,0,0,1,1.0,Failed,,Transferred to Agent,Failed,16.0,1
1963,ca325675-03ad-4426-b17b-0b8e6eb4cd97,196,3,1,2026-01-28 14:06:51,20260128,1,Connected,0.0,0,0.0,Low,1,0.7851860038584623,Neutral,0.2362755958508719,1,78,2026-01-28 14:08:09,1,0,0,0,0,,,,Transferred to Agent,Failed,10.0,1
126,4d272bef-a6cf-47b8-a7d5-6f631018727f,196,7,3,2026-03-12 18:25:53,20260312,1,Connected,0.0,0,0.0,Low,1,0.9204699911470096,Positive,0.4049111886601655,0,45,2026-03-12 18:26:38,1,1,1,1,0,,,,Customer Hung Up,Completed,19.0,1
9151,a62f6825-1337-4a73-9c92-a62b60556386,196,7,3,2026-03-25 16:59:54,20260325,2,Connected,0.0,0,0.0,Low,1,0.8439072880000168,Positive,0.3220759015159765,0,90,2026-03-25 17:01:24,1,1,1,1,0,,,,Customer Hung Up,Completed,12.0,1
3558,4e26fcf7-ffbe-4658-9719-0e84a8ae1256,197,2,2,2026-06-04 14:50:59,20260604,1,Connected,0.0,0,0.0,Low,0,0.8370145169085511,Neutral,0.2792932612327212,0,23,2026-06-04 14:51:22,1,1,1,1,1,1.0,Success,1.0,Customer Hung Up,Completed,11.0,1
4304,f8ba3b2f-dc56-471f-979d-4a914452f561,197,3,1,2026-05-25 13:17:55,20260525,1,Connected,0.0,0,0.0,Low,0,0.8272708515125209,Neutral,0.1914436625867457,0,27,2026-05-25 13:18:22,1,0,0,0,0,,,,System Error,Failed,10.0,1
433,ee5b98f4-1dfb-415c-854a-77f3f27810cb,197,5,6,2026-01-27 12:58:40,20260127,1,No Answer,0.0,0,0.0,Low,0,,,,0,6,2026-01-27 12:58:46,0,0,0,0,0,,,,Network Drop,Failed,,0
6055,9a1b89f2-0859-4bf4-b4f6-2d95b1227eb9,198,5,4,2026-02-08 15:13:51,20260208,1,Connected,102.0,90+,35593.9761483376,High,1,0.3099534269267473,Neutral,-0.2239166195287543,1,85,2026-02-08 15:15:16,1,0,0,0,0,,,,Transferred to Agent,Failed,17.0,1
3660,6684a0ea-fb66-4afa-8d8b-0cbbf016d35d,199,1,6,2026-04-03 12:56:10,20260403,1,No Answer,0.0,0,0.0,Low,0,,,,0,5,2026-04-03 12:56:15,0,0,0,0,0,,,,Network Drop,Failed,,0
1351,2e01c3d3-bc53-4a65-a527-9c8aebe67351,199,3,5,2026-01-12 09:59:18,20260112,1,No Answer,0.0,0,0.0,Low,0,,,,0,0,2026-01-12 09:59:18,0,0,0,0,0,,,,Network Drop,Failed,,0
691,be09ee2b-b3c7-4f32-9def-e2d6797243a6,199,6,3,2026-01-30 15:33:18,20260130,1,Connected,0.0,0,0.0,Low,1,0.7026360989938706,Positive,0.5915398983308626,0,10,2026-01-30 15:33:28,1,1,1,1,0,,,,Customer Hung Up,Completed,4.0,1
9813,f8ef8908-fa6e-4c38-892b-146812a216aa,199,6,2,2026-05-31 12:14:25,20260531,2,No Answer,0.0,0,0.0,Low,0,,,,0,8,2026-05-31 12:14:33,0,0,0,0,0,,,,Network Drop,Failed,,0
2397,a0cac1f9-9f07-49bc-9288-39153c4bf6ca,200,1,4,2026-03-12 11:56:00,20260312,1,Connected,0.0,0,0.0,Low,0,0.9215270334640616,Positive,0.5975016424143906,0,67,2026-03-12 11:57:07,1,1,0,1,0,,,,System Error,Failed,19.0,1
1170,e3c022e1-a03b-4dad-a905-015ffcb988dc,200,1,2,2026-05-04 12:57:41,20260504,2,Connected,0.0,0,0.0,Low,1,0.8395011035786578,Neutral,0.2871572742579844,1,50,2026-05-04 12:58:31,1,0,0,0,1,1.0,Failed,,Transferred to Agent,Failed,7.0,1
8591,046d5a0b-ebd8-4564-95c4-c8ed6479a7cb,200,1,5,2026-05-28 08:48:12,20260528,3,Voicemail,0.0,0,0.0,Low,0,,,,0,0,2026-05-28 08:48:12,0,0,0,0,0,,,,Voicemail,Failed,,0
5336,8b8158e8-39fb-42f2-875e-478d3830e85b,200,3,2,2026-05-07 18:53:53,20260507,1,Voicemail,0.0,0,0.0,Low,0,,,,0,12,2026-05-07 18:54:05,0,0,0,0,0,,,,Voicemail,Failed,,0
9099,b9d7a74b-a9da-448f-9134-026506b2d6fe,200,4,2,2026-02-11 12:52:07,20260211,1,Connected,0.0,0,0.0,Low,1,0.3624409330725715,Negative,-0.396271262473056,1,60,2026-02-11 12:53:07,1,0,0,0,0,,,,Transferred to Agent,Failed,3.0,1
5648,f4c18753-f990-463c-a107-9307795e6185,200,4,2,2026-04-11 09:57:46,20260411,2,Connected,0.0,0,0.0,Low,1,0.5504783354239011,Neutral,0.0158900506654443,1,32,2026-04-11 09:58:18,1,0,0,0,0,,,,Transferred to Agent,Failed,3.0,1
3243,e76a8557-bdcc-4b8c-8505-c8f2c28be996,201,2,6,2026-02-21 13:30:48,20260221,1,Connected,30.0,1-30,66680.03458423848,Low,0,0.7024286713475807,Neutral,-0.0023210696129407,0,33,2026-02-21 13:31:21,1,1,1,1,1,18290.62,Failed,,Customer Hung Up,Completed,12.0,1
2403,ce708bf3-7e23-4070-ae56-60398092466e,201,4,4,2026-01-20 15:17:39,20260120,1,Connected,0.0,0,0.0,Low,1,0.8633634215464777,Positive,0.665198370977186,0,32,2026-01-20 15:18:11,1,1,1,1,0,,,,Customer Hung Up,Completed,18.0,1
9655,126396a9-9bb1-4238-88c1-c472b1d89c50,201,4,5,2026-04-25 08:33:56,20260425,2,No Answer,40.0,31-60,32638.21402926676,Medium,0,,,,0,9,2026-04-25 08:34:05,0,0,0,0,0,,,,Network Drop,Failed,,0
2478,dfc312be-a9ad-4bed-859f-5b58a18a4a38,201,4,4,2026-05-01 12:45:54,20260501,3,Connected,0.0,0,0.0,Low,0,0.9242709370103952,Positive,0.6274064993716225,0,39,2026-05-01 12:46:33,1,1,1,1,0,,,,Customer Hung Up,Completed,9.0,1
5314,c3679626-1466-4963-aafa-5c58771c8017,201,6,6,2026-06-16 08:23:48,20260616,1,Connected,0.0,0,0.0,Low,0,0.596278008699587,Neutral,-0.1268729118914884,0,66,2026-06-16 08:24:54,1,1,1,1,0,,,,Customer Hung Up,Completed,4.0,1
3988,d68c995a-249f-4cfa-9e10-7c0630b00941,201,7,4,2026-01-14 19:51:30,20260114,1,No Answer,0.0,0,0.0,Low,0,,,,0,1,2026-01-14 19:51:31,0,0,0,0,0,,,,Network Drop,Failed,,0
6561,bf72d940-6efc-4d07-8649-e623fb66a861,202,1,5,2026-02-01 12:33:02,20260201,1,Connected,12.0,1-30,33365.73215864772,Low,1,0.5760534885313741,Negative,-0.3095376404633037,1,50,2026-02-01 12:33:52,1,0,0,0,1,6816.3,Failed,,Transferred to Agent,Failed,15.0,1
963,d75aa82a-a1fe-4111-8ea2-8c2f5c70995b,202,1,2,2026-06-29 08:36:35,20260629,2,Voicemail,104.0,90+,51229.3089911773,High,0,,,,0,8,2026-06-29 08:36:43,0,0,0,0,0,,,,Voicemail,Failed,,0
5076,9cde4496-93c1-4900-86ae-ec3996114ebb,202,2,1,2026-04-06 08:25:07,20260406,1,Connected,0.0,0,0.0,Low,1,0.4029740591641709,Neutral,-0.0836736795354166,0,67,2026-04-06 08:26:14,1,0,0,0,0,,,,System Error,Failed,6.0,1
6582,042f0a12-fc0d-41fb-8566-b88d7a98086e,202,2,4,2026-05-02 15:15:48,20260502,2,Connected,0.0,0,0.0,Low,0,0.868054837659158,Positive,0.3493522509817204,0,56,2026-05-02 15:16:44,1,0,0,0,1,1.0,Failed,,System Error,Failed,4.0,1
9081,77a3b481-e6c0-4d51-9e7f-72f8fc1798b9,202,2,6,2026-06-21 15:04:13,20260621,3,Voicemail,0.0,0,0.0,Low,0,,,,0,10,2026-06-21 15:04:23,0,0,0,0,0,,,,Voicemail,Failed,,0
954,465802c2-1348-4c4e-b895-a128314d28b8,202,3,3,2026-05-18 11:47:35,20260518,1,Connected,0.0,0,0.0,Low,1,0.8872567782559697,Positive,0.6224995929545998,0,33,2026-05-18 11:48:08,1,1,1,1,0,,,,Customer Hung Up,Completed,13.0,1
7308,9605d972-2593-4f37-9a0f-5adf594a00dc,202,4,5,2026-02-22 19:55:36,20260222,1,Connected,117.0,90+,36055.17027070712,High,1,0.0800518922783869,Negative,-0.6907993428625098,1,65,2026-02-22 19:56:41,1,0,0,0,0,,,,Transferred to Agent,Failed,17.0,1
7191,fb1b6a0f-be15-49e8-8273-a40fcc3528f4,202,4,5,2026-03-08 08:30:57,20260308,2,Connected,0.0,0,0.0,Low,1,0.7800494858604224,Neutral,0.1038025035215396,0,70,2026-03-08 08:32:07,1,1,1,1,0,,,,Customer Hung Up,Completed,19.0,1
5682,8736e52a-0eb3-4d91-be94-8160bc913430,202,5,5,2026-05-12 10:44:58,20260512,1,No Answer,0.0,0,0.0,Low,0,,,,0,10,2026-05-12 10:45:08,0,0,0,0,0,,,,Network Drop,Failed,,0
4872,9d3b8a94-4fe1-4e91-a732-145099a63a2f,202,6,1,2026-02-23 15:37:26,20260223,1,Connected,0.0,0,0.0,Low,1,0.6941923247952776,Neutral,0.1394805258689583,0,57,2026-02-23 15:38:23,1,1,1,1,0,,,,Customer Hung Up,Completed,9.0,1
2670,42fe08ea-c2a0-414f-89f2-484fec765d5e,202,6,3,2026-03-01 10:43:07,20260301,2,Voicemail,0.0,0,0.0,Low,0,,,,0,11,2026-03-01 10:43:18,0,0,0,0,0,,,,Voicemail,Failed,,0
9920,a77404a7-c135-44b0-b5bc-9a51f3a350f6,203,5,5,2026-02-07 08:31:53,20260207,1,Voicemail,0.0,0,0.0,Low,0,,,,0,11,2026-02-07 08:32:04,0,0,0,0,0,,,,Voicemail,Failed,,0
4558,b46b9ccd-524b-44a2-84ed-b0e6e7b772e7,203,5,4,2026-04-07 11:03:02,20260407,2,No Answer,79.0,61-90,26380.44231950596,High,0,,,,0,1,2026-04-07 11:03:03,0,0,0,0,0,,,,Network Drop,Failed,,0
6555,1cc74329-5875-40be-a3f0-f6ffba0cb953,203,6,6,2026-03-25 16:59:54,20260325,1,Connected,17.0,1-30,68660.45412520759,Low,1,0.6606203663202368,Neutral,0.1720736778909128,1,67,2026-03-25 17:01:01,1,0,0,0,0,,,,Transferred to Agent,Failed,18.0,1
1623,201b2e28-3fca-481f-b40c-f6db25702fca,204,2,3,2026-03-09 10:31:26,20260309,1,Connected,0.0,0,0.0,Low,0,0.901286152150606,Positive,0.6112961090323721,0,81,2026-03-09 10:32:47,1,1,1,1,0,,,,Customer Hung Up,Completed,7.0,1
6255,25ed7a6b-32b6-422c-b57a-061040dbc59e,204,2,2,2026-04-12 09:30:44,20260412,2,Voicemail,0.0,0,0.0,Low,0,,,,0,9,2026-04-12 09:30:53,0,0,0,0,0,,,,Voicemail,Failed,,0
9652,043e7bf4-842e-4f13-8986-a10657e2b28d,204,3,3,2026-01-29 19:56:54,20260129,1,No Answer,0.0,0,0.0,Low,0,,,,0,9,2026-01-29 19:57:03,0,0,0,0,0,,,,Network Drop,Failed,,0
8931,bb2314f9-ab81-48c3-b7b4-e58d85332c96,204,5,2,2026-04-07 12:45:45,20260407,1,Connected,0.0,0,0.0,Low,0,0.8562349986981688,Neutral,0.2230276705652327,0,19,2026-04-07 12:46:04,1,1,1,1,0,,,,Customer Hung Up,Completed,10.0,1
6060,8ea77a65-a999-4293-b3a6-3d94c6d7e4a5,204,6,3,2026-05-06 09:40:12,20260506,1,Connected,0.0,0,0.0,Low,0,0.7786314178073654,Neutral,0.0093566242640181,0,61,2026-05-06 09:41:13,1,1,1,1,0,,,,Customer Hung Up,Completed,14.0,1
5912,b13fb72a-fdc2-4221-9784-d8c8c8c41927,204,6,4,2026-05-09 12:56:29,20260509,2,Connected,0.0,0,0.0,Low,1,0.8787361549804482,Positive,0.5254063758067665,0,66,2026-05-09 12:57:35,1,0,1,0,0,,,,Customer Hung Up,Completed,18.0,1
4777,224656cb-881f-4b8e-b31a-c5ae7bb80597,205,1,1,2026-03-20 13:10:37,20260320,1,Connected,0.0,0,0.0,Low,1,0.8413091402081254,Neutral,0.2005980219251962,0,71,2026-03-20 13:11:48,1,1,1,1,1,1.0,Success,1.0,Customer Hung Up,Completed,7.0,1
7766,d195221b-c321-4578-b868-1f9381446086,205,4,5,2026-03-22 13:50:13,20260322,1,Connected,0.0,0,0.0,Low,1,0.8762251673147194,Positive,0.5100644114991844,0,46,2026-03-22 13:50:59,1,1,1,1,0,,,,Customer Hung Up,Completed,5.0,1
2232,3061b159-2381-4dda-abcb-c792c5ab076a,205,5,4,2026-01-14 19:57:24,20260114,1,No Answer,0.0,0,0.0,Low,0,,,,0,7,2026-01-14 19:57:31,0,0,0,0,0,,,,Network Drop,Failed,,0
1730,75ba345d-1d48-4173-a26b-6fdc3fe01ebb,205,6,3,2026-01-24 18:37:41,20260124,1,Connected,0.0,0,0.0,Low,1,0.4921205188032848,Neutral,-0.1325601877461373,1,85,2026-01-24 18:39:06,1,0,0,0,0,,,,Transferred to Agent,Failed,17.0,1
5775,279a3901-1684-4b1e-a171-16b9dd8b044d,205,7,4,2026-02-02 11:59:51,20260202,1,Connected,0.0,0,0.0,Low,1,0.7996786739872099,Neutral,0.0566104399389299,1,82,2026-02-02 12:01:13,1,0,0,0,0,,,,Transferred to Agent,Failed,3.0,1
4773,4aaaaec5-aca2-4011-b8b7-693ff15c10a5,206,1,1,2026-05-05 17:42:40,20260505,1,Connected,16.0,1-30,82308.35937487191,Low,1,0.3013490018717248,Negative,-0.4765890838468631,1,71,2026-05-05 17:43:51,1,0,0,0,0,,,,Transferred to Agent,Failed,17.0,1
4442,f60fc01e-35c7-4e9d-b595-f25280fd9170,206,3,4,2026-04-21 10:22:06,20260421,1,No Answer,93.0,90+,96236.051984855,High,0,,,,0,1,2026-04-21 10:22:07,0,0,0,0,0,,,,Network Drop,Failed,,0
7396,41766f17-cb62-42c6-a4af-e90b150e0932,206,4,3,2026-03-14 09:59:18,20260314,1,Connected,0.0,0,0.0,Low,1,0.8922510216566283,Positive,0.4435233160101326,0,64,2026-03-14 10:00:22,1,1,1,1,0,,,,Customer Hung Up,Completed,10.0,1
879,ae9cd3a0-ddd9-4dc7-aa47-6a7e5154a7ed,206,6,6,2026-03-05 17:25:13,20260305,1,Connected,0.0,0,0.0,Low,0,0.8179784874440827,Neutral,0.2977306427880706,0,29,2026-03-05 17:25:42,1,0,0,0,0,,,,System Error,Failed,1.0,1
3906,6bd4843c-da17-43de-9041-e2faf4aa751b,206,7,6,2026-03-18 09:44:47,20260318,1,Voicemail,76.0,61-90,64075.0958032491,High,0,,,,0,2,2026-03-18 09:44:49,0,0,0,0,0,,,,Voicemail,Failed,,0
938,ca7ca3c3-e70f-49e4-824b-7cefdf6fd6da,206,7,1,2026-05-26 14:50:07,20260526,2,No Answer,0.0,0,0.0,Low,0,,,,0,12,2026-05-26 14:50:19,0,0,0,0,0,,,,Network Drop,Failed,,0
8170,6cab2f70-2dd5-4b47-9437-b20c5349146c,207,2,4,2026-01-17 15:41:54,20260117,1,Connected,59.0,31-60,33566.42324759612,Medium,1,0.6238678766955955,Neutral,0.1512147846408302,1,63,2026-01-17 15:42:57,1,0,0,0,0,,,,Transferred to Agent,Failed,14.0,1
3718,1203fd4d-e9b1-4559-89a2-4fd64c436d47,207,2,4,2026-02-13 17:35:39,20260213,2,Connected,57.0,31-60,30231.435957770114,Medium,1,0.6739988218726171,Neutral,0.0771824675701439,0,67,2026-02-13 17:36:46,1,0,0,0,0,,,,System Error,Failed,4.0,1
699,ed9830a9-6f4f-44e0-ba29-c64a5a201988,207,3,4,2026-01-31 11:59:29,20260131,1,Connected,50.0,31-60,15969.18169219458,Medium,0,0.9007992554961431,Positive,0.5256798652466672,0,34,2026-01-31 12:00:03,1,1,1,1,0,,,,Customer Hung Up,Completed,9.0,1
1037,cc09289b-3316-4b3b-ab59-ff977087c4f9,207,7,3,2026-04-19 18:25:17,20260419,1,Connected,0.0,0,0.0,Low,0,0.702188686670839,Neutral,0.1438681070557452,0,55,2026-04-19 18:26:12,1,1,1,1,0,,,,Customer Hung Up,Completed,14.0,1
2904,635cbbee-56e8-4744-991d-7831b45531f9,207,7,5,2026-05-22 15:43:20,20260522,2,Connected,0.0,0,0.0,Low,1,0.7000168539120429,Neutral,0.2685290153201778,0,21,2026-05-22 15:43:41,1,1,1,1,0,,,,Customer Hung Up,Completed,9.0,1
3060,bf8b4aca-79c4-4ec9-8d5f-06a57d1623aa,208,1,2,2026-01-04 11:24:23,20260104,1,Connected,0.0,0,0.0,Low,0,0.8371327094133076,Positive,0.3177391372227364,0,24,2026-01-04 11:24:47,1,0,0,0,1,1.0,Failed,,System Error,Failed,11.0,1
7369,7baf7dfb-35db-47a6-90ba-9db8751fa9e3,208,3,4,2026-02-04 11:02:40,20260204,1,Connected,75.0,61-90,62366.2163315893,High,1,0.7143947749372314,Neutral,-0.0658530703869296,0,33,2026-02-04 11:03:13,1,1,0,1,0,,,,System Error,Failed,4.0,1
7364,d90110a5-fec5-4457-9b28-4403ebdc5029,208,4,3,2026-04-18 11:15:50,20260418,1,Connected,0.0,0,0.0,Low,1,0.7680277079128062,Neutral,0.1063594687545903,0,86,2026-04-18 11:17:16,1,1,1,1,0,,,,Customer Hung Up,Completed,2.0,1
8377,31f03641-4256-40ff-861d-0e761af5ddbe,208,4,3,2026-05-16 08:26:17,20260516,2,Voicemail,97.0,90+,80491.15477662376,High,0,,,,0,10,2026-05-16 08:26:27,0,0,0,0,0,,,,Voicemail,Failed,,0
4521,706dcb7f-aa36-4f50-92d8-a596c6490ae7,208,5,2,2026-01-20 16:18:16,20260120,1,Voicemail,10.0,1-30,49915.125690214765,Low,0,,,,0,7,2026-01-20 16:18:23,0,0,0,0,0,,,,Voicemail,Failed,,0
3877,25e03428-13cb-4eb7-b890-99ee92897759,208,6,3,2026-01-04 11:35:38,20260104,1,Connected,14.0,1-30,40128.32811793667,Low,1,0.831395860237891,Neutral,0.2479044088474654,0,23,2026-01-04 11:36:01,1,0,0,0,0,,,,System Error,Failed,4.0,1
9862,0fdbaeeb-7801-4b30-9956-d2727f18c940,209,1,6,2026-01-25 09:24:28,20260125,1,Connected,15.0,1-30,66051.37128248235,Low,1,0.5731919163930238,Neutral,-0.0482038492051321,1,73,2026-01-25 09:25:41,1,1,0,0,1,64068.75,Success,64068.75,Transferred to Agent,Failed,8.0,1
8550,52cc07f4-aa90-42c1-9a65-ca12b8972a7d,209,1,6,2026-01-27 15:28:04,20260127,2,Connected,104.0,90+,40224.889989565534,High,1,0.2323358957416063,Negative,-0.6052944350645111,1,80,2026-01-27 15:29:24,1,0,0,0,1,21357.82,Failed,,Transferred to Agent,Failed,6.0,1
7598,f9053d07-9fd4-4d74-ba77-9f8b482e1d9f,209,1,6,2026-05-17 08:20:32,20260517,3,Connected,82.0,61-90,54542.47889046435,High,1,0.5642041326640826,Neutral,0.0018102595501679,1,43,2026-05-17 08:21:15,1,0,0,0,0,,,,Transferred to Agent,Failed,1.0,1
6589,0ec12752-15a0-414e-94b2-806518773a13,209,3,6,2026-03-17 13:22:03,20260317,1,Connected,56.0,31-60,58251.888020623606,Medium,0,0.6162636618233416,Neutral,0.0782930261073332,0,79,2026-03-17 13:23:22,1,1,1,1,0,,,,Customer Hung Up,Completed,9.0,1
3945,6a159920-7769-40b7-88d9-b5494a4629d7,209,3,4,2026-04-30 16:51:55,20260430,2,Connected,0.0,0,0.0,Low,1,0.9599504440727488,Positive,0.7429447572849307,0,81,2026-04-30 16:53:16,1,1,1,1,0,,,,Customer Hung Up,Completed,5.0,1
3279,75162c6c-8bd9-49c7-92c3-61feaac1ca1f,209,6,5,2026-06-13 17:11:30,20260613,1,No Answer,0.0,0,0.0,Low,0,,,,0,4,2026-06-13 17:11:34,0,0,0,0,0,,,,Network Drop,Failed,,0
132,31b1c7ea-2ae5-41c7-b7e9-39f569b75326,210,2,1,2026-02-19 09:51:49,20260219,1,No Answer,0.0,0,0.0,Low,0,,,,0,5,2026-02-19 09:51:54,0,0,0,0,0,,,,Network Drop,Failed,,0
786,ba8729cc-b436-4fa8-88b2-278b1c3cf489,210,2,2,2026-03-18 19:34:12,20260318,2,No Answer,0.0,0,0.0,Low,0,,,,0,5,2026-03-18 19:34:17,0,0,0,0,0,,,,Network Drop,Failed,,0
6798,35866f48-5467-49b0-bf7a-1887fbdb0831,210,5,5,2026-02-06 17:01:54,20260206,1,Connected,0.0,0,0.0,Low,1,0.8139014386615184,Neutral,0.0650497159151563,0,59,2026-02-06 17:02:53,1,1,1,1,0,,,,Customer Hung Up,Completed,16.0,1
8187,b985d647-3677-4435-bf4c-ddbb36da4b9f,210,5,5,2026-05-27 09:19:54,20260527,2,Voicemail,0.0,0,0.0,Low,0,,,,0,9,2026-05-27 09:20:03,0,0,0,0,0,,,,Voicemail,Failed,,0
8435,583cd64f-35b4-49f2-9d9e-da315d5978cd,210,7,2,2026-01-30 16:23:25,20260130,1,Connected,0.0,0,0.0,Low,1,0.462618625766202,Neutral,-0.1191261064389028,0,13,2026-01-30 16:23:38,1,0,0,0,0,,,,System Error,Failed,4.0,1
8657,488e89c8-5167-4a6a-b39d-83b9d8ead955,211,1,2,2026-04-12 12:52:26,20260412,1,Connected,27.0,1-30,37145.78496819956,Low,1,0.8065203238296843,Neutral,0.2326374089442935,1,48,2026-04-12 12:53:14,1,0,1,0,1,8410.74,Success,8410.74,Transferred to Agent,Completed,11.0,1
3752,b5e12833-0532-4ca5-b7d4-742a0c641d2a,211,1,6,2026-05-27 16:14:09,20260527,2,Connected,0.0,0,0.0,Low,0,0.8552834983133621,Neutral,0.1717104414865307,0,39,2026-05-27 16:14:48,1,1,1,1,1,1.0,Success,1.0,Customer Hung Up,Completed,16.0,1
7433,2442c0b6-aa13-459d-afed-aba298918a42,211,3,4,2026-02-14 13:18:09,20260214,1,No Answer,46.0,31-60,85113.34310795397,Medium,0,,,,0,14,2026-02-14 13:18:23,0,0,0,0,0,,,,Network Drop,Failed,,0
1845,afaff540-c803-44ab-bf57-d8a09c5e705e,211,6,4,2026-01-14 11:40:27,20260114,1,Connected,79.0,61-90,50472.92591411685,High,1,0.7408362301276348,Neutral,0.286183748873375,1,90,2026-01-14 11:41:57,1,0,0,0,0,,,,Transferred to Agent,Failed,9.0,1
1883,cf0f33e7-6157-450a-9733-db2a89b89aec,211,7,3,2026-01-19 18:30:08,20260119,1,Connected,0.0,0,0.0,Low,1,0.4922486841851735,Neutral,0.2230970560266788,1,35,2026-01-19 18:30:43,1,0,1,0,0,,,,Transferred to Agent,Completed,17.0,1
1437,e6dbec65-5e77-4bc8-8f95-926d066402ae,212,1,5,2026-06-12 17:10:41,20260612,1,Connected,0.0,0,0.0,Low,1,0.5488266238333386,Neutral,-0.0991179913517497,1,70,2026-06-12 17:11:51,1,0,0,0,1,1.0,Failed,,Transferred to Agent,Failed,15.0,1
