turn_key,turn_id,conversation_id,call_key,turn_number,speaker,timestamp,utterance,expected_intent_key,detected_intent_key,confidence_score,sentiment,sentiment_score,fallback_flag,escalation_trigger_flag
9140,4ff4a05b-6579-4f6a-b55c-494169d4c7ae,6e731091-9bea-4c5c-8f22-5d9e2e9d0e62,3824.0,4,Customer,2026-02-16 12:03:25,Customer utterance 4,7.0,,0.8583748825502295,Positive,0.5013412860111268,1,0
9141,fdb26c2e-b7a7-457b-bc93-36a389be3fff,6e731091-9bea-4c5c-8f22-5d9e2e9d0e62,3824.0,5,Bot,2026-02-16 12:03:39,Bot generated utterance 5,,,,,,0,0
9142,db2ef645-b2be-4ceb-a624-77a2532f7a90,6e731091-9bea-4c5c-8f22-5d9e2e9d0e62,3824.0,6,Customer,2026-02-16 12:03:47,Customer utterance 6,7.0,7.0,0.7896459460673031,Neutral,0.2153807359787183,0,0
9143,d035eeec-3c94-4808-bf19-6a47cea62147,6e731091-9bea-4c5c-8f22-5d9e2e9d0e62,3824.0,7,Bot,2026-02-16 12:03:54,Bot generated utterance 7,,,,,,0,0
9144,ddd24c19-94eb-4a68-ad92-215dfe160206,6e731091-9bea-4c5c-8f22-5d9e2e9d0e62,3824.0,8,Customer,2026-02-16 12:03:56,Customer utterance 8,7.0,,0.8646129138945706,Positive,0.7154121389765269,1,1
9145,37fb688b-1946-48cf-908d-66577fd1ca4b,704f4975-efa9-45f9-8485-0a5b84951fd1,260.0,1,Bot,2026-01-30 08:03:31,Bot generated utterance 1,,,,,,0,0
9146,67aea972-29d9-47ef-bc6c-18a392c1f245,704f4975-efa9-45f9-8485-0a5b84951fd1,260.0,2,Customer,2026-01-30 08:03:35,Customer utterance 2,7.0,7.0,0.6751648579644759,Neutral,0.1691826885877272,0,0
9147,51e92ebd-b61c-4f2a-ad98-e16b393d24ba,2af432f5-c1b9-4a7e-99dc-17f800f167d3,2323.0,1,Bot,2026-05-10 13:55:54,Bot generated utterance 1,,,,,,0,0
9148,c3d27874-102e-4792-8c49-9c2802628324,2af432f5-c1b9-4a7e-99dc-17f800f167d3,2323.0,2,Customer,2026-05-10 13:55:59,Customer utterance 2,9.0,9.0,0.9069767628209772,Positive,0.7171579675368203,0,0
9149,0d5bd51d-540e-49b5-9185-91974de36197,2af432f5-c1b9-4a7e-99dc-17f800f167d3,2323.0,3,Bot,2026-05-10 13:56:02,Bot generated utterance 3,,,,,,0,0
9150,4f4c0d4b-fe13-4923-9e5c-ecb1a7501371,2af432f5-c1b9-4a7e-99dc-17f800f167d3,2323.0,4,Customer,2026-05-10 13:56:09,Customer utterance 4,9.0,9.0,0.9429562337698336,Positive,0.5310502854898571,0,0
9151,9ec3fcbb-2bfc-414c-8b11-292be0639042,2af432f5-c1b9-4a7e-99dc-17f800f167d3,2323.0,5,Bot,2026-05-10 13:56:12,Bot generated utterance 5,,,,,,0,0
9152,99b7fc2f-2db1-433b-a379-669a4edf2d7a,2af432f5-c1b9-4a7e-99dc-17f800f167d3,2323.0,6,Customer,2026-05-10 13:56:19,Customer utterance 6,9.0,9.0,0.8079428804525884,Positive,0.6101555737992532,0,0
9153,291bd694-73a9-4ef7-b424-7601c40e1bf4,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,1,Bot,2026-03-29 09:42:18,Bot generated utterance 1,,,,,,0,0
9154,d15241eb-4e3b-4f1b-b648-5c9cc5f6cee5,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,2,Customer,2026-03-29 09:42:21,Customer utterance 2,17.0,,0.3400516303755883,Negative,-0.5040426857914214,1,0
9155,f14312d9-a348-473e-a890-1fa3810a0d26,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,3,Bot,2026-03-29 09:42:33,Bot generated utterance 3,,,,,,0,0
9156,bf79e879-5c82-47a9-8f9d-8c9d5ddfffee,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,4,Customer,2026-03-29 09:42:41,Customer utterance 4,17.0,5.0,0.3769308033254402,Negative,-0.4343995271260004,0,0
9157,f8487771-7260-4ee0-9fb8-2df72159136d,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,5,Bot,2026-03-29 09:42:55,Bot generated utterance 5,,,,,,0,0
9158,7c166ed4-ba0c-48e7-bc14-fe2808b09429,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,6,Customer,2026-03-29 09:42:57,Customer utterance 6,17.0,,0.2212881810929653,Neutral,-0.1110013456337254,1,0
9159,3e26d4df-9c6a-40c6-ac25-d70bf86b5265,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,7,Bot,2026-03-29 09:43:00,Bot generated utterance 7,,,,,,0,0
9160,0027e7e9-0298-4bd8-b0c9-e394d4ce2d60,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,8,Customer,2026-03-29 09:43:08,Customer utterance 8,17.0,17.0,0.6713133222126136,Negative,-0.324691697699528,0,0
9161,1e8c789c-d083-4d29-810f-2a866b079272,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,9,Bot,2026-03-29 09:43:11,Bot generated utterance 9,,,,,,0,0
9162,5ea55ddb-99ea-4dcb-957c-1b3c34471146,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,10,Customer,2026-03-29 09:43:15,Customer utterance 10,17.0,,0.4621668981382272,Negative,-0.4325096693080965,1,0
9163,43a32b03-0116-451e-b70a-ccba36ba625d,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,11,Bot,2026-03-29 09:43:24,Bot generated utterance 11,,,,,,0,0
9164,8b64aecd-29a3-4d6c-8580-7c8670f82962,4c8f84c3-9082-4734-a0bd-9d0fc5a3554a,2406.0,12,Customer,2026-03-29 09:43:31,Customer utterance 12,17.0,,0.4936420485883888,Negative,-0.343835440101351,1,1
9165,6a26e6df-6c58-47f2-8f2f-1417bd9259fc,6d177385-2db6-4d3b-a117-c74b978f504e,5838.0,1,Bot,2026-01-13 11:39:39,Bot generated utterance 1,,,,,,0,0
9166,eb55f5e2-8076-47e0-85c4-fe4b5a09a05a,6d177385-2db6-4d3b-a117-c74b978f504e,5838.0,2,Customer,2026-01-13 11:39:41,Customer utterance 2,16.0,16.0,0.7727432830455144,Positive,0.4174022672633461,0,0
9167,7e7b6fa3-c7db-4ba2-a2c2-233eefd931dc,6d177385-2db6-4d3b-a117-c74b978f504e,5838.0,3,Bot,2026-01-13 11:39:50,Bot generated utterance 3,,,,,,0,0
9168,cbb2ec07-8cd3-4066-a3b4-d4aaae04c609,6d177385-2db6-4d3b-a117-c74b978f504e,5838.0,4,Customer,,Customer utterance 4,16.0,,0.8697545411821054,Positive,0.3095500162089175,1,0
9169,9b7798b7-288c-45c8-b00e-9de22fd20d10,6d177385-2db6-4d3b-a117-c74b978f504e,5838.0,5,Bot,2026-01-13 11:39:55,Bot generated utterance 5,,,,,,0,0
9170,70efb5c5-8f69-47d8-9bd8-081b37fc57ef,6d177385-2db6-4d3b-a117-c74b978f504e,5838.0,6,Customer,2026-01-13 11:39:57,Customer utterance 6,16.0,16.0,0.8932315156551464,Positive,0.5539598055652866,0,0
9171,3d4868e5-fcad-4ba5-8d9f-0853b4ce8663,6d177385-2db6-4d3b-a117-c74b978f504e,5838.0,7,Bot,2026-01-13 11:40:10,Bot generated utterance 7,,,,,,0,0
9172,cb2c8cd9-879c-4709-bd28-ed4da57c78e8,6d177385-2db6-4d3b-a117-c74b978f504e,5838.0,8,Customer,2026-01-13 11:40:18,Customer utterance 8,16.0,16.0,0.8414240454533463,Positive,0.5119133595357239,0,0
9173,db83eeb7-f212-45e8-afa5-2a2112a862e2,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,1,Bot,2026-04-05 11:24:54,Bot generated utterance 1,,,,,,0,0
9174,7709b795-1d65-4258-901b-68f63980bf47,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,2,Customer,2026-04-05 11:25:03,Customer utterance 2,3.0,3.0,0.6097834283890509,Neutral,-0.0393303753821207,0,0
9175,839c0802-4e92-4915-933a-afe8fb2cb875,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,3,Bot,2026-04-05 11:25:12,Bot generated utterance 3,,,,,,0,0
9176,1edf92e4-1bee-4c01-8ba5-95d36120c832,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,4,Customer,2026-04-05 11:25:17,Customer utterance 4,3.0,3.0,0.8752274025809114,Neutral,0.1549755285868068,0,0
9177,44a6b1fc-a88c-4170-a411-34f92d0b8905,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,5,Bot,2026-04-05 11:25:27,Bot generated utterance 5,,,,,,0,0
9178,87ae6077-f4d2-4117-8f73-6b38c32e7999,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,6,Customer,2026-04-05 11:25:36,Customer utterance 6,3.0,3.0,0.6133913304820022,Neutral,0.2884685003408145,0,0
9179,3c750998-3d09-4cd5-8593-99ebf9946a6e,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,7,Bot,2026-04-05 11:25:40,Bot generated utterance 7,,,,,,0,0
9180,96bdae73-5510-4e1a-aa0f-1feb10d504b4,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,8,Customer,2026-04-05 11:25:46,Customer utterance 8,3.0,3.0,0.8199449644067399,Neutral,0.2174333514905286,0,0
9181,a2b15dcf-d08c-411b-8230-def9c1d2e412,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,9,Bot,2026-04-05 11:25:51,Bot generated utterance 9,,,,,,0,0
9182,32a21ef4-4950-4efb-a91d-f4d8dba33ccc,dc8dee0b-fde9-408e-bcdb-aafc850a812b,726.0,10,Customer,2026-04-05 11:25:55,Customer utterance 10,3.0,11.0,0.5809930626920394,Neutral,0.0380011814376513,0,0
9183,dd71cd4c-cc08-4d9a-9055-02a2df24c103,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,1,Bot,2026-04-25 19:11:30,Bot generated utterance 1,,,,,,0,0
9184,5a6a0379-3530-42b9-8d76-2328f8151450,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,2,Customer,2026-04-25 19:11:39,Customer utterance 2,6.0,,0.4601009508763981,Neutral,0.1714620582463739,1,0
9185,d2fcd4d9-cdb5-4866-a026-8bc7829bba7c,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,3,Bot,2026-04-25 19:11:50,Bot generated utterance 3,,,,,,0,0
9186,2066ad3d-53c3-439c-86ba-9c22aa2dade0,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,4,Customer,2026-04-25 19:11:59,Customer utterance 4,6.0,6.0,0.673856641465784,Positive,0.33282183592961,0,0
9187,9bcb11a7-4805-4b16-a584-12674522c483,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,5,Bot,2026-04-25 19:12:06,Bot generated utterance 5,,,,,,0,0
9188,2c64950c-d6ef-44e6-8f5a-0f09d4e468b5,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,6,Customer,2026-04-25 19:12:14,Customer utterance 6,6.0,,0.5005904976110729,Negative,-0.3829179889896197,1,0
9189,a2818d01-59f6-4bae-b4d8-0f48bd6730ef,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,7,Bot,2026-04-25 19:12:27,Bot generated utterance 7,,,,,,0,0
9190,a0bf2158-0747-4aa3-85c7-72f3d4654f03,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,8,Customer,2026-04-25 19:12:36,Customer utterance 8,6.0,,0.5631873226394589,Neutral,0.0180726339768375,1,0
9191,e5bbd4a7-6d1b-4a9d-881c-94509c1d93f1,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,9,Bot,2026-04-25 19:12:49,Bot generated utterance 9,,,,,,0,0
9192,8355edb6-7246-4ac2-8e3c-5d134be160cd,6e05c9f6-6f7e-456d-b06e-ea402c6f012b,6947.0,10,Customer,2026-04-25 19:12:53,Customer utterance 10,6.0,,0.3753640238015919,Neutral,-0.025931537819659,1,1
9193,b42e780d-725d-43b1-85a3-277e72bc4e18,2ed73358-d5ee-4b15-b2ce-5452672ffed7,4667.0,1,Bot,2026-06-18 18:43:46,Bot generated utterance 1,,,,,,0,0
9194,6e9aad9c-e590-4b27-82ea-80e665c9a28d,2ed73358-d5ee-4b15-b2ce-5452672ffed7,4667.0,2,Customer,2026-06-18 18:43:53,Customer utterance 2,18.0,18.0,0.8175781412113825,Positive,0.5643214407125454,0,0
9195,0b2e4072-a789-4f2b-91ff-82253d8947d1,2ed73358-d5ee-4b15-b2ce-5452672ffed7,4667.0,3,Bot,2026-06-18 18:43:56,Bot generated utterance 3,,,,,,0,0
9196,38cb87ba-5103-4f15-b612-03c4e93f0524,2ed73358-d5ee-4b15-b2ce-5452672ffed7,4667.0,4,Customer,2026-06-18 18:44:04,Customer utterance 4,18.0,18.0,0.7803116986832067,Positive,0.342129165513128,0,0
9197,f68aae91-0512-44b2-964a-bc86a340ae92,2ca41cb4-2727-43c1-96a0-42fd0468e277,9455.0,1,Bot,2026-01-02 12:37:03,Bot generated utterance 1,,,,,,0,0
9198,35d03b49-ec19-41cd-83f1-816dce370225,2ca41cb4-2727-43c1-96a0-42fd0468e277,9455.0,2,Customer,2026-01-02 12:37:11,Customer utterance 2,17.0,17.0,0.6762325917822944,Neutral,0.1182988526864432,0,0
9199,42a5dbc1-b312-4bac-b74f-b311c1e59761,2ca41cb4-2727-43c1-96a0-42fd0468e277,9455.0,3,Bot,2026-01-02 12:37:21,Bot generated utterance 3,,,,,,0,0
9200,e8230f1c-3ebe-4e70-a464-188fed90678e,2ca41cb4-2727-43c1-96a0-42fd0468e277,9455.0,4,Customer,2026-01-02 12:37:25,Customer utterance 4,17.0,17.0,0.7022812818215063,Neutral,0.0375616700446088,0,0
9201,6967b74a-d2af-433e-835f-e6dca5e9f6c5,2ca41cb4-2727-43c1-96a0-42fd0468e277,9455.0,5,Bot,2026-01-02 12:37:33,Bot generated utterance 5,,,,,,0,0
9202,2367a80b-5075-4151-bd8a-f41170f400c9,2ca41cb4-2727-43c1-96a0-42fd0468e277,9455.0,6,Customer,2026-01-02 12:37:42,Customer utterance 6,17.0,17.0,0.5466229666148679,Neutral,0.105756637781383,0,0
9203,8446895a-004a-4234-b981-e00aa53b426f,2ca41cb4-2727-43c1-96a0-42fd0468e277,9455.0,7,Bot,2026-01-02 12:37:49,Bot generated utterance 7,,,,,,0,0
9204,2318ba6f-07ff-4924-88f6-e79278a6c7ca,2ca41cb4-2727-43c1-96a0-42fd0468e277,9455.0,8,Customer,2026-01-02 12:37:53,Customer utterance 8,17.0,17.0,0.7552782122840227,Neutral,-0.1965201847945865,0,0
9205,b33c5156-0c64-4b8e-bdb5-ca4c59a1501a,3a6ee72f-4b9f-47bf-a064-cdbcc9dcb856,5733.0,1,Bot,2026-02-15 10:13:09,Bot generated utterance 1,,,,,,0,0
9206,ebe3316d-2a84-4700-b1ad-412b9074168f,3a6ee72f-4b9f-47bf-a064-cdbcc9dcb856,5733.0,2,Customer,2026-02-15 10:13:17,Customer utterance 2,14.0,14.0,0.5904372550501125,Neutral,0.0176810662227848,0,0
9207,96860a73-9d0d-41c3-874c-3817870f5fc3,3a6ee72f-4b9f-47bf-a064-cdbcc9dcb856,5733.0,3,Bot,2026-02-15 10:13:22,Bot generated utterance 3,,,,,,0,0
9208,6ff9c95d-37da-4a40-b25e-fe49b149fa84,3a6ee72f-4b9f-47bf-a064-cdbcc9dcb856,5733.0,4,Customer,2026-02-15 10:13:29,Customer utterance 4,14.0,,0.5118310085751743,Negative,-0.3953776530479945,1,0
9209,5af532c1-93b6-4d6c-9c68-a7268a284128,3a6ee72f-4b9f-47bf-a064-cdbcc9dcb856,5733.0,5,Bot,2026-02-15 10:13:38,Bot generated utterance 5,,,,,,0,0
9210,f9bcc234-cf38-4521-851b-8a2e6e6956a3,3a6ee72f-4b9f-47bf-a064-cdbcc9dcb856,5733.0,6,Customer,2026-02-15 10:13:42,Customer utterance 6,14.0,,0.6453412764423797,Neutral,0.106810672317716,1,1
9211,52646dfc-da76-41e0-b9a7-bebc117a5e1a,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,1,Bot,2026-05-18 11:47:22,Bot generated utterance 1,,,,,,0,0
9212,fcd1cb99-0a3d-458b-af39-f4dcbf84840c,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,2,Customer,2026-05-18 11:47:30,Customer utterance 2,15.0,,0.3459230677428848,Neutral,0.2729624002124953,1,0
9213,3605e3d5-3678-4094-9213-4fe99073dcca,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,3,Bot,2026-05-18 11:47:35,Bot generated utterance 3,,,,,,0,0
9214,b425cc62-d235-4f63-9208-318b1be40126,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,4,Customer,2026-05-18 11:47:38,Customer utterance 4,15.0,,0.3499182225395106,Neutral,-0.1643577484836892,1,0
9215,ec84c21c-2a7c-4886-b290-eb470b07cf4d,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,5,Bot,2026-05-18 11:47:52,Bot generated utterance 5,,,,,,0,0
9216,d280bb39-ba00-4cbf-b044-35bc479c832b,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,6,Customer,2026-05-18 11:47:59,Customer utterance 6,15.0,,0.3799444260909515,Neutral,-0.1531013171208546,1,0
9217,31903a19-dd07-4866-8971-f8d6f91891c7,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,7,Bot,2026-05-18 11:48:07,Bot generated utterance 7,,,,,,0,0
9218,aa846e96-7c13-46e0-afff-e7115ca760b8,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,8,Customer,2026-05-18 11:48:09,Customer utterance 8,15.0,,0.6465133655585189,Negative,-0.3468166973169407,1,0
9219,d472a93c-89e3-4dce-93db-7f5bcb2d1de3,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,9,Bot,2026-05-18 11:48:19,Bot generated utterance 9,,,,,,0,0
9220,f1ab6561-13cb-48a0-839f-d5854ee9dc3a,e62e12f5-f13c-4f4b-9d42-e667c5551f4e,6583.0,10,Customer,2026-05-18 11:48:27,Customer utterance 10,15.0,,0.3724926435347311,Negative,-0.408663745593215,1,1
9221,2c23fbf1-af10-4de5-abea-169b50abff7e,ef768279-07b0-43a0-839c-176ad73cb1c3,1478.0,1,Bot,2026-04-02 08:00:25,Bot generated utterance 1,,,,,,0,0
9222,7c490bd8-7a7c-4f70-95a9-986c03495d07,ef768279-07b0-43a0-839c-176ad73cb1c3,1478.0,2,Customer,2026-04-02 08:00:34,Customer utterance 2,6.0,,0.5329509476296999,Neutral,-0.2266806114262288,1,0
9223,ba806755-26e7-4186-99d5-a14f3beec299,ef768279-07b0-43a0-839c-176ad73cb1c3,1478.0,3,Bot,2026-04-02 08:00:45,Bot generated utterance 3,,,,,,0,0
9224,623ee05b-aa28-4b43-b286-563185a1e210,ef768279-07b0-43a0-839c-176ad73cb1c3,1478.0,4,Customer,2026-04-02 08:00:48,Customer utterance 4,6.0,,0.5083374867409913,Neutral,-0.2106511060683304,1,0
9225,c70294e4-ccba-457a-91cf-70620b901689,ef768279-07b0-43a0-839c-176ad73cb1c3,1478.0,5,Bot,2026-04-02 08:00:50,Bot generated utterance 5,,,,,,0,0
9226,e09c8f65-c6d6-4f6a-a73e-4229799a6016,ef768279-07b0-43a0-839c-176ad73cb1c3,1478.0,6,Customer,2026-04-02 08:00:59,Customer utterance 6,6.0,,0.4978182037153068,Neutral,0.249769272526467,1,0
9227,5dc60a82-4228-4057-a948-c0b90dd5f80b,ef768279-07b0-43a0-839c-176ad73cb1c3,1478.0,7,Bot,2026-04-02 08:01:12,Bot generated utterance 7,,,,,,0,0
9228,8963f724-1f42-47f7-ad64-bc1393195b33,ef768279-07b0-43a0-839c-176ad73cb1c3,1478.0,8,Customer,2026-04-02 08:01:21,Customer utterance 8,6.0,7.0,0.3772378975087445,Negative,-0.6728777370763745,0,1
9229,699b4185-a61b-4744-963c-468f74f16f5e,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,1,Bot,2026-06-16 16:38:33,Bot generated utterance 1,,,,,,0,0
9230,b2f87c50-7886-42c4-bc48-fa9ac50cb344,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,2,Customer,2026-06-16 16:38:37,Customer utterance 2,15.0,,0.36926181647686,Negative,-0.662737811781521,1,0
9231,0cf83230-2b23-4b1d-99a5-2ab54728f6f0,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,3,Bot,2026-06-16 16:38:49,Bot generated utterance 3,,,,,,0,0
9232,24d10546-805c-41a0-9060-bff502956487,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,4,Customer,2026-06-16 16:38:57,Customer utterance 4,15.0,,0.3153951867810365,Negative,-0.441387823183796,1,0
9233,9a8a785a-a112-4cdb-912b-4f2588cc16df,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,5,Bot,2026-06-16 16:38:59,Bot generated utterance 5,,,,,,0,0
9234,96d34796-e1a8-4d3d-a168-071135fefe2f,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,6,Customer,2026-06-16 16:39:04,Customer utterance 6,15.0,,0.2733962483375247,Negative,-0.3980055494766078,1,0
9235,10bc2dea-bb0c-4e6f-9371-f864fd79fd87,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,7,Bot,2026-06-16 16:39:08,Bot generated utterance 7,,,,,,0,0
9236,a7ad1884-4553-4369-8741-24e06ed9db17,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,8,Customer,2026-06-16 16:39:12,Customer utterance 8,15.0,,0.4273381943287732,Neutral,-0.284933201410541,1,0
9237,60fdad05-69ec-425f-9efd-4c3d53c2e352,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,9,Bot,2026-06-16 16:39:18,Bot generated utterance 9,,,,,,0,0
9238,2fe9569d-dc25-4c57-9a92-b029855e455b,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,10,Customer,2026-06-16 16:39:25,Customer utterance 10,15.0,5.0,0.27379340813815,Negative,-0.3072886496943634,0,0
9239,370ef7c2-ca73-4ecf-834f-094b592462d1,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,11,Bot,2026-06-16 16:39:33,Bot generated utterance 11,,,,,,0,0
9240,73017712-5820-4364-9bfa-bda485753366,3b73a498-cbab-4401-8beb-02c3a6ceb24e,1543.0,12,Customer,2026-06-16 16:39:40,Customer utterance 12,15.0,13.0,0.2308789701710354,Neutral,0.2077604206209267,0,1
9241,d7ee5901-a748-4022-9090-783beca1098b,f1cf39d7-683e-42d1-9aad-9f2e132297bc,1127.0,1,Bot,2026-01-08 11:19:08,Bot generated utterance 1,,,,,,0,0
9242,82ca0120-c055-44da-bdb9-d1f261656ceb,f1cf39d7-683e-42d1-9aad-9f2e132297bc,1127.0,2,Customer,2026-01-08 11:19:13,Customer utterance 2,12.0,12.0,0.7758382942786921,Neutral,-0.1824871140400055,0,0
9243,c5a52344-9314-4f63-8d81-c1fb25360033,f1cf39d7-683e-42d1-9aad-9f2e132297bc,1127.0,3,Bot,2026-01-08 11:19:18,Bot generated utterance 3,,,,,,0,0
9244,b55443bc-e26b-4a3b-a452-a2bc87bfd183,f1cf39d7-683e-42d1-9aad-9f2e132297bc,1127.0,4,Customer,2026-01-08 11:19:20,Customer utterance 4,12.0,14.0,0.6271714796771111,Positive,0.629533535273284,0,0
9245,298142aa-e80f-442f-88f2-95b321daf2b5,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,1,Bot,2026-01-10 16:27:53,Bot generated utterance 1,,,,,,0,0
9246,5d50c939-1b62-40d2-9cee-dc29dbbbceb3,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,2,Customer,2026-01-10 16:27:58,Customer utterance 2,17.0,17.0,0.4715932297625391,Negative,-0.3448241115310227,0,0
9247,773c7f2e-1f0a-4c07-b357-8cd39b7cf737,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,3,Bot,2026-01-10 16:28:05,Bot generated utterance 3,,,,,,0,0
9248,8f515766-948b-459a-9ecc-f1eacf1d5461,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,4,Customer,2026-01-10 16:28:07,Customer utterance 4,17.0,17.0,0.4457345050976576,Negative,-0.5893405607636848,0,0
9249,535926f4-d3ba-4cdd-a862-03bde3ff0db5,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,5,Bot,2026-01-10 16:28:12,Bot generated utterance 5,,,,,,0,0
9250,2a59060e-bee6-4797-9e9d-846a94d5a122,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,6,Customer,2026-01-10 16:28:15,Customer utterance 6,17.0,,0.3015259622575757,Negative,-0.4816898805573215,1,0
9251,c8c36b39-b703-418e-96e6-51858537ccec,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,7,Bot,2026-01-10 16:28:25,Bot generated utterance 7,,,,,,0,0
9252,3aa39755-c8f2-4fa2-9dbc-df9ac314b811,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,8,Customer,2026-01-10 16:28:27,Customer utterance 8,17.0,17.0,0.2958684303523416,Neutral,0.1087068241137154,0,0
9253,ad02555a-28a9-4d66-9f46-fc4b39478498,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,9,Bot,2026-01-10 16:28:37,Bot generated utterance 9,,,,,,0,0
9254,6d52dcce-3642-46d4-a659-c6efa042ac43,9c31c67c-4533-41a7-93e9-593ca7b6d2fb,8889.0,10,Customer,2026-01-10 16:28:46,Customer utterance 10,17.0,,0.3952845980806379,Negative,-0.5261795567531826,1,1
9255,afb6c461-dde6-453c-bcff-30cd0dd0eee4,63f6be93-60ef-4411-ad57-7f1f1312aa6a,8151.0,1,Bot,2026-01-30 16:34:47,Bot generated utterance 1,,,,,,0,0
9256,22f2003b-a551-4d78-9ed2-27d0eb432b96,63f6be93-60ef-4411-ad57-7f1f1312aa6a,8151.0,2,Customer,2026-01-30 16:34:50,Customer utterance 2,3.0,,0.1903665420100656,Negative,-0.5147352366288358,1,0
9257,ccf22e0c-a5d9-437b-9a53-f76907edd7b7,63f6be93-60ef-4411-ad57-7f1f1312aa6a,8151.0,3,Bot,2026-01-30 16:34:52,Bot generated utterance 3,,,,,,0,0
9258,3d42dd85-0d4b-427d-8054-964a9826f15c,63f6be93-60ef-4411-ad57-7f1f1312aa6a,8151.0,4,Customer,2026-01-30 16:34:56,Customer utterance 4,3.0,,0.2921602307673074,Negative,-0.6999011874306642,1,0
9259,16980507-fa51-43c7-888b-f6af263b568a,63f6be93-60ef-4411-ad57-7f1f1312aa6a,8151.0,5,Bot,2026-01-30 16:35:06,Bot generated utterance 5,,,,,,0,0
9260,74ac2278-5472-4145-976a-3ab64cf34843,63f6be93-60ef-4411-ad57-7f1f1312aa6a,8151.0,6,Customer,2026-01-30 16:35:12,Customer utterance 6,3.0,14.0,0.286355915280283,Negative,-0.5934982001237659,0,0
9261,b7d66aed-900f-4fd5-bc81-75e9866079bc,63f6be93-60ef-4411-ad57-7f1f1312aa6a,8151.0,7,Bot,2026-01-30 16:35:22,Bot generated utterance 7,,,,,,0,0
9262,028d7952-0eb1-4639-af26-4ff834c5e8f7,63f6be93-60ef-4411-ad57-7f1f1312aa6a,8151.0,8,Customer,2026-01-30 16:35:31,Customer utterance 8,3.0,7.0,0.2742260475652983,Negative,-0.4119899582182039,0,1
